PLUS,McMullen,State,Locality,Name,Type,Found_Date,First_Ref,Latest_Ref,Cess_Date,ED_for_Size,Size_at_ED,LD_for_Size,Size_at_LD,card_image
198,3908,NH,Franklin,Social Library,Socl,1831,,1831,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03908.gif
199,3909,NH,Gilford,Gilford Village Social Library,Socl,1831,,1831,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03909.gif
200,3912,NH,Gilmanton,Social Library of Gilmanton,Socl,1801,,1858,,1801,150,1858,300,https://library.princeton.edu/visual_materials/mcmullen/gif/03912.gif
201,3914,NH,Gilmanton,Village Library,Socl,1822,,1845,,1845,50,1845,50,https://library.princeton.edu/visual_materials/mcmullen/gif/03914.gif
202,3916,NH,Gilsum,Social Library,Socl,1795,,,1825,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03916.gif
203,3918,NH,Goffstown,Goffstown Union Library,Socl,1827,,1827,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03918.gif
204,3919,NH,Goffstown,Social Library,Socl,1803,,1803,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03919.gif
205,3920,NH,Goshen,Social Library,Socl,1803,,1803,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03920.gif
206,3921,NH,Grafton,Social Library,Socl,1815,,1815,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03921.gif
207,3922,NH,Grafton and Danbury,Union Library of Grafton and Danbury,Socl,1811,,1811,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03922.gif
208,3923,NH,Grantham,Social Library,Socl,1830,,1830,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03923.gif
209,3926,NH,Greenfield,Social Library,Socl,1804,,1804,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03926.gif
210,3927,NH,Greenland,Social Library,Socl,1799,,1799,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03927.gif
211,3928,NH,Groton and Heben,Groton and Heben Social Library,Socl,1808,,1808,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03928.gif
212,3930,NH,Hampstead,Social Library,Socl,1796,,1796,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03930.gif
213,3931,NH,Bethlehem,Hampton Library,Socl,1807,,1807,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03931.gif
214,3933,NH,Hampton,Social Library,Socl,1826,,1826,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03933.gif
215,3936,NH,Hampton Falls,Social Library,Socl,1812,,,1849,1812,300,1812,300,https://library.princeton.edu/visual_materials/mcmullen/gif/03936.gif
216,3938,NH,Hancock,Social Library,Socl,1815,,1815,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03938.gif
217,3949,NH,Hanover,First Social Library,Socl,1801,,1801,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03949.gif
218,3950,NH,"Hanover, Lebanon, and Canaan","Hanover, Lebanon, and Canaan Philosophical Library",Socl,1835,,1835,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03950.gif
219,3952,NH,Hanover,Second Social Library,Socl,1819,,,1874,1819,700,1819,700,https://library.princeton.edu/visual_materials/mcmullen/gif/03952.gif
220,3953,NH,Haverhill,Aurelian Social Library,Socl,1812,,1827,,1827,314,1827,314,https://library.princeton.edu/visual_materials/mcmullen/gif/03953.gif
221,3954,NH,Haverhill,North Social Library,Socl,1829,,1829,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03954.gif
222,3955,NH,Haverhill,Second Social Library,Socl,1845,,1845,,1845,250,1845,250,https://library.princeton.edu/visual_materials/mcmullen/gif/03955.gif
223,3956,NH,Haverhill,Social Library,Socl,1801,,1801,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03956.gif
224,3957,NH,Haverhill,South Social Library,Socl,1829,,1829,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03957.gif
225,3958,NH,Henniker,Social Library,Socl,1803,,1803,,1803,170,1803,170,https://library.princeton.edu/visual_materials/mcmullen/gif/03958.gif
226,3959,NH,Hillsborough,Social Library,Socl,1797,,1797,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03959.gif
227,3960,NH,Hinsdale,Social Library,Socl,1802,,1802,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03960.gif
228,3962,NH,Holderness,Holderness Union Library,Socl,1823,,1823,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03962.gif
229,3963,NH,Hollis,Social Library,Socl,1799,,1891,,1799,200,1875,1757,https://library.princeton.edu/visual_materials/mcmullen/gif/03963.gif
230,3964,NH,Hopkinton,Public Library Association,Socl,1871,,1891,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03964.gif
231,3965,NH,Hudson,Nottingham West Social Library,Socl,1797,,1840,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03965.gif
232,3966,NH,Jackson,Social Library,Socl,1827,,1827,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03966.gif
233,3968,NH,Jaffrey,Jaffrey Social Library,Socl,1797,,1797,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03968.gif
234,3972,NH,Keene,Social Library,Socl,1801,,1829,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03972.gif
235,3973,NH,Keene,Town Library,Socl,,1859,1859,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03973.gif
236,3975,NH,Kensington,Social Library,Socl,1798,,,1856,1820,139,1820,139,https://library.princeton.edu/visual_materials/mcmullen/gif/03975.gif
237,3976,NH,Kingston,Social Library,Socl,1801,,1811,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03976.gif
238,3978,NH,Laconia,Meredith Bridge Social Library,Socl,1803,,,1860,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03978.gif
239,3979,NH,Lake Village,Citizen's Library,Socl,,1875,1875,,1875,300,1875,300,https://library.princeton.edu/visual_materials/mcmullen/gif/03979.gif
240,3980,NH,Lancaster,Public Library,Socl,1867,,1891,,1875,1678,1875,1678,https://library.princeton.edu/visual_materials/mcmullen/gif/03980.gif
241,3981,NH,Lancaster,Social Library,Socl,1805,,1816,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03981.gif
242,3982,NH,Landaff,Social Library,Socl,1802,,1802,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03982.gif
243,3983,NH,Langdon,Langdon Librarian Society,Socl,1808,,1808,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03983.gif
244,3985,NH,Lebanon,Social Library,Socl,1802,,1802,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03985.gif
245,3986,NH,Lebanon,Town Library,Socl,,1858,1891,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03986.gif
246,3987,NH,Lee,Social Library,Socl,1814,,1814,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03987.gif
247,3988,NH,Lempster,Social Library,Socl,1798,,1798,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03988.gif
248,3989,NH,Lisbon,Village Library,Socl,1865,,1891,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03989.gif
249,3990,NH,Litchfield and Merrimack,Litchfield and Merrimack Library,Socl,1798,,1798,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03990.gif
250,3991,NH,Litchfield,Social Library,Socl,1822,,1822,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03991.gif
251,3992,NH,Littleton,Proprietors of the Glynville Library,Socl,1813,,1813,,1813,51,1813,51,https://library.princeton.edu/visual_materials/mcmullen/gif/03992.gif
252,3993,NH,Littleton,Social Library,Socl,1801,,1828,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03993.gif
253,3994,NH,Littleton,Village Library,Socl,1867,,1875,,1875,1295,1875,1295,https://library.princeton.edu/visual_materials/mcmullen/gif/03994.gif
254,3995,NH,London,Library of Soncook Village,Socl,1819,,1819,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03995.gif
255,3996,NH,Londonderry,Social Library,Socl,1830,,1830,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03996.gif
256,3997,NH,Londonderry,Londonderry Library,Socl,1798,,1798,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03997.gif
257,3998,NH,Londonderry,Union Library,Socl,1828,,1828,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03998.gif
258,3999,NH,London,Social Library,Socl,1800,,1800,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03999.gif
259,4001,NH,Lyman,Social Library,Socl,1805,,1860,,1805,50,1805,50,https://library.princeton.edu/visual_materials/mcmullen/gif/04001.gif
260,4002,NH,Lyme,Social Library,Socl,1797,,1891,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04002.gif
261,4003,NH,Lyndeborough,Franklin Library Association,Socl,1851,,1891,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04003.gif
262,4004,NH,Lyndeborough,Social Library,Socl,1792,,1798,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04004.gif
263,4007,NH,Manchester,Derryfield Social Library,Socl,1796,,1838,,1799,78,1799,78,https://library.princeton.edu/visual_materials/mcmullen/gif/04007.gif
264,4012,NH,Marlborough,Social Library,Socl,1795,,1843,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04012.gif
265,4013,NH,Marlow,Social Library,Socl,1802,,1802,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04013.gif
266,4014,NH,Mason,Social Library,Socl,1802,,1802,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04014.gif
267,4015,NH,Mason,Souhegan Village Social Library,Socl,1826,,1826,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04015.gif
268,4016,NH,Meriden,Social Library,Socl,1797,,1797,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04016.gif
269,4017,NH,Merrimack,Merrimack Library,Socl,1798,,1798,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04017.gif
270,4018,NH,Middleton,Social Library,Socl,1816,,1816,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04018.gif
271,4021,NH,Milford,Social Library Association,Socl,1796,,,1832,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04021.gif
272,4022,NH,Milton,Social Library,Socl,1822,,1822,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04022.gif
273,4023,NH,Moultonborough,Moultonborough Social Library,Socl,1810,,1810,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04023.gif
274,4024,NH,Moultonborough and Sandwich,Moultonborough and Sandwich Social Library,Socl,1800,,,1810,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04024.gif
275,4026,NH,Mount Vernon,Mount Vermon Circulating Library,Socl,1816,,1816,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04026.gif
276,4029,NH,Nelson,Nelson Library Society,Socl,1825,,1825,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04029.gif
277,4030,NH,Nelson,Nelson Philosophical Library,Socl,1815,,1815,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04030.gif
278,4031,NH,Nelson,Social Library,Socl,1797,,1797,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04031.gif
279,4032,NH,New Boston,Social Library,Socl,1801,,1801,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04032.gif
280,4033,NH,New Boston,Union Library Association,Socl,1835,,,1855,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04033.gif
281,4034,NH,New Chester,Social Library,Socl,1800,,1800,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04034.gif
282,4035,NH,New Durham,New Durham Library Society,Socl,1796,,1797,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04035.gif
283,4042,NH,New Hampton,Literary Adelphi Library,Socl,1852,,1891,,1855,1000,1875,1200,https://library.princeton.edu/visual_materials/mcmullen/gif/04042.gif
284,4043,NH,New Hampton,Social Library,Socl,1813,,1813,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04043.gif
285,4044,NH,New Ispwich,New Ipswich Library,Socl,1793,,,1812,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04044.gif
286,4045,NH,New Ipswich,Social Library,Socl,1831,,1831,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04045.gif
287,4046,NH,New Ipswich,Town Library,Socl,,1850,1850,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04046.gif
288,4047,NH,New London,Social Library,Socl,1801,,1833,,1801,100,1801,100,https://library.princeton.edu/visual_materials/mcmullen/gif/04047.gif
289,4048,NH,New Market,Library Assoc.,Socl,1850,,1875,,1875,850,1875,850,https://library.princeton.edu/visual_materials/mcmullen/gif/04048.gif
290,4049,NH,New Market,Social Library,Socl,1801,,1801,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04049.gif
291,4050,NH,Newington,Social Library,Socl,1797,,1811,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04050.gif
292,4051,NH,Newport,Northville Social Library,Socl,,,,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04051.gif
293,4052,NH,Newport,Periodical Club,Socl,1844,,1844,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04052.gif
294,4054,NH,Newport,Social Library,Socl,1803,,1891,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04054.gif
295,4055,NH,Newton,Newton Library,Socl,1805,,1805,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04055.gif
296,95003,NH,North Enfield,Noth Enfield Union Library,Socl,,1856,1856,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/95003.gif
297,4056,NH,North Hampton,North Hampton Library,Socl,1798,,1798,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04056.gif
298,4057,NH,North Hampton,Social Library,Socl,1812,,1820,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04057.gif
300,4059,NH,Northfield,Northfield Fraternal Library Society.,Socl,1840,,1840,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04059.gif
301,4060,NH,Northfield,Northfield Improving Society for the Promotion of Useful Knowledge Inc.,Socl,1818,,1818,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04060.gif
302,4062,NH,Northfield,Social Library,Socl,1803,,1803,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04062.gif
303,4064,NH,Northwood,Social Library,Socl,1803,,1803,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04064.gif
304,4065,NH,Nottingham,Social Library,Socl,1802,,1802,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04065.gif
305,4066,NH,Orford,Orford Union Library,Socl,1851,,,1891,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04066.gif
306,4067,NH,Ossipee and Wolfeborough,Ossipee and Wolfeborough Union Library,Socl,1807,,1807,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04067.gif
307,4068,NH,Oxford,Social Library,Socl,1798,,1798,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04068.gif
308,4069,NH,Packersfield,Social Library,Socl,1797,,1797,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04069.gif
309,4070,NH,Pelham,Social Library,Socl,1797,,1797,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04070.gif
310,4071,NH,Pembroke,Social Library,Socl,1798,,1798,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04071.gif
311,4072,NH,Pembroke,Social Library,Socl,1801,,1801,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04072.gif
312,4073,NH,"Pemigewasset, Peeling","Peeling, Pemigewasset Social Library",Socl,1827,,1827,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04073.gif
313,4074,NH,Penacook,Library Assoc.,Socl,1866,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04074.gif
314,4076,NH,Peterborough,Library Company,Socl,1833,,,1853,1833,300,1833,300,https://library.princeton.edu/visual_materials/mcmullen/gif/04076.gif
315,4079,NH,Peterborough,Social Library,Socl,1799,,,1830,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04079.gif
316,4082,NH,Pittsfield,Social Library,Socl,1804,,1804,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04082.gif
317,4083,NH,Plainfield,Social Library,Socl,1805,,1805,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04083.gif
318,4084,NH,Plymouth,Social Library,Socl,1807,,1807,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04084.gif
319,4086,NH,Poplin,Social Library,Socl,1807,,1807,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04086.gif
320,4094,NH,Portsmouth,Social Library,Socl,1750,,,1786,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04094.gif
321,4091,NH,Portsmouth,Portsmouth Library,Socl,1796,,,1815,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04091.gif
322,4099,NH,Richmond,Social Library,Socl,1798,,1820,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04099.gif
323,4100,NH,Rindge,Rindge Circulating Library,Socl,1825,,1825,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04100.gif
324,4101,NH,Rindge,Rindge Library,Socl,1810,,1810,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04101.gif
325,4102,NH,Rochester,Social Library,Socl,1792,,1891,,1823,400,1875,1700,https://library.princeton.edu/visual_materials/mcmullen/gif/04102.gif
326,4103,NH,Rumney,Rumney Circulating Library,Socl,1824,,1824,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04103.gif
327,4104,NH,Rumney,Rumney Librarian Society,Socl,1808,,1808,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04104.gif
328,4105,NH,Rye,Social Library,Socl,1812,,1812,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04105.gif
329,4106,NH,Salem,Social Library,Socl,1798,,1798,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04106.gif
330,4107,NH,Salisbury,Social Library,Socl,1794,,1833,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04107.gif
331,4108,NH,Salmon Falls,Salmon Falls Library Assoc.,Socl,1846,,1875,,1856,983,1875,1000,https://library.princeton.edu/visual_materials/mcmullen/gif/04108.gif
332,4109,NH,Sanbornton,Second Social Library,Socl,1811,,1811,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/04109.gif
333,4110,NH,Sanbornton,Social Library,Socl,1796,,1797,,1796,300,1796,300,https://library.princeton.edu/visual_materials/mcmullen/gif/04110.gif
